fileID,adl,subject,session,original_duration,trimmed_duration,percent_removed,reduced_50_percent
1251,17,1405,4,26.63,16.14,39.391663537363875,False
1252,17,1405,5,26.56,16.5,37.876506024096386,False
1268,17,1570,1,18.08,17.64,2.433628318584071,False
1269,17,1570,2,19.04,17.16,9.873949579831933,False
1270,17,1570,3,20.67,18.24,11.756168359941945,False
1271,17,1570,4,31.43,30.84,1.8771874005727012,False
1272,17,1570,5,26.64,23.34,12.387387387387387,False
1273,17,1697,1,15.9,15.16,4.654088050314465,False
1274,17,1697,2,18.19,17.74,2.473886750962067,False
1275,17,1697,3,15.67,14.72,6.062539885130823,False
1276,17,1697,4,14.16,13.6,3.9548022598870056,False
1277,17,1697,5,15.62,14.64,6.274007682458387,False
1278,17,1735,1,13.9,12.46,10.359712230215827,False
1279,17,1735,2,14.2,8.08,43.098591549295776,False
1280,17,1735,3,14.81,12.34,16.677920324105333,False
1281,17,1735,4,13.09,10.86,17.03590527119939,False
1282,17,1735,5,14.52,12.52,13.774104683195592,False
1283,17,1751,1,29.75,16.0,46.21848739495798,False
1284,17,1751,2,24.22,19.3,20.31379025598679,False
1285,17,1751,3,28.97,18.0,37.866758715913015,False
1286,17,1751,4,26.68,20.1,24.662668665667166,False
1287,17,1751,5,29.94,19.28,35.60454241816967,False
1288,17,1777,1,17.16,16.66,2.913752913752914,False
1289,17,1777,2,13.13,11.86,9.672505712109672,False
1290,17,1777,3,13.73,10.54,23.233794610342315,False
1291,17,1777,4,14.01,12.44,11.206281227694504,False
1292,17,1777,5,13.34,11.26,15.592203898050975,False
1293,17,1803,1,14.26,10.72,24.82468443197756,False
1294,17,1803,2,17.75,15.34,13.577464788732394,False
1295,17,1803,3,12.12,10.82,10.726072607260726,False
1296,17,1803,4,17.19,16.22,5.64281559045957,False
1297,17,1803,5,15.36,10.9,29.036458333333332,False
1298,17,1825,1,29.0,23.3,19.655172413793103,False
1299,17,1825,2,23.5,22.6,3.8297872340425534,False
1300,17,1825,3,24.53,22.42,8.601712189156135,False
1301,17,1825,4,17.52,14.18,19.06392694063927,False
1302,17,1825,5,23.66,18.36,22.40067624683009,False
1303,17,1975,1,14.4,12.94,10.13888888888889,False
1304,17,1975,2,14.77,13.26,10.22342586323629,False
1305,17,1975,3,15.17,13.74,9.426499670402109,False
1306,17,1975,4,16.96,10.3,39.2688679245283,False
1307,17,1975,5,17.66,16.32,7.587768969422424,False
1308,17,1978,1,19.08,15.04,21.17400419287212,False
1309,17,1978,2,13.23,8.06,39.07785336356765,False
1310,17,1978,3,14.24,12.94,9.129213483146067,False
1311,17,1978,4,13.84,4.66,66.32947976878613,True
1312,17,1978,5,13.27,11.2,15.599095704596834,False
1313,17,2045,1,14.48,13.78,4.834254143646409,False
1314,17,2045,2,16.1,14.32,11.055900621118013,False
1315,17,2045,3,13.99,12.86,8.077197998570407,False
1316,17,2045,4,15.07,13.6,9.754479097544792,False
1317,17,2045,5,13.84,11.04,20.23121387283237,False
1318,17,2056,1,13.17,11.06,16.021260440394837,False
1319,17,2056,2,12.14,9.12,24.87644151565074,False
1320,17,2056,3,13.29,8.28,37.69751693002257,False
1321,17,2056,4,13.27,9.16,30.972117558402413,False
1322,17,2056,5,13.83,9.46,31.597975415762836,False
1323,17,2097,1,8.35,5.46,34.61077844311377,False
1324,17,2097,2,32.59,30.08,7.701749002761583,False
1325,17,2097,3,13.15,9.54,27.452471482889734,False
1326,17,2097,4,24.01,20.34,15.285297792586423,False
1327,17,2097,5,12.09,10.38,14.1439205955335,False
1328,17,2115,1,25.86,20.88,19.25754060324826,False
1329,17,2115,2,26.44,16.58,37.29198184568835,False
1330,17,2115,3,26.48,16.7,36.933534743202415,False
1331,17,2115,4,27.12,17.86,34.14454277286136,False
1332,17,2115,5,28.95,19.18,33.747841105354055,False
1333,17,2116,1,15.56,14.98,3.7275064267352187,False
1334,17,2116,2,15.79,12.18,22.86257124762508,False
1335,17,2116,3,15.97,15.52,2.817783343769568,False
1336,17,2116,4,15.19,12.6,17.05069124423963,False
1337,17,2116,5,15.49,15.3,1.2265978050355069,False
1338,17,2136,1,15.04,12.76,15.159574468085106,False
1339,17,2136,2,25.66,20.48,20.187061574434917,False
1340,17,2136,3,26.85,24.08,10.316573556797021,False
1341,17,2136,4,25.57,23.78,7.000391083300743,False
1342,17,2136,5,16.53,14.82,10.344827586206897,False
1343,17,2155,1,11.79,11.2,5.004240882103478,False
1344,17,2155,2,12.51,11.24,10.151878497202238,False
1345,17,2155,3,12.93,8.34,35.498839907192576,False
1346,17,2155,4,12.68,12.38,2.365930599369085,False
1347,17,2155,5,12.47,12.18,2.3255813953488373,False
1348,17,2159,1,20.87,18.8,9.918543363679923,False
1349,17,2159,2,19.4,17.74,8.556701030927835,False
1350,17,2159,3,20.97,20.36,2.9089175011921795,False
1351,17,2159,4,19.88,13.86,30.281690140845072,False
1352,17,2159,5,20.56,19.36,5.836575875486381,False
1353,17,2160,1,19.25,15.06,21.766233766233768,False
1354,17,2160,2,17.68,16.68,5.656108597285068,False
1355,17,2160,3,17.82,14.62,17.957351290684624,False
1356,17,2160,4,17.52,15.34,12.442922374429223,False
1357,17,2160,5,17.9,16.46,8.044692737430168,False
1358,18,0,1,5.21,2.74,47.408829174664106,False
1359,18,0,2,8.51,5.42,36.310223266745005,False
1360,18,0,3,8.61,5.2,39.60511033681765,False
1361,18,0,4,6.52,4.34,33.43558282208589,False
1362,18,0,5,7.77,5.04,35.13513513513514,False
1363,18,1125,1,12.37,8.4,32.093775262732414,False
1364,18,1125,2,10.14,8.2,19.13214990138067,False
1365,18,1125,3,10.34,9.5,8.123791102514506,False
1366,18,1125,4,10.72,9.82,8.395522388059701,False
1367,18,1125,5,10.14,8.56,15.581854043392505,False
1368,18,1279,1,10.54,9.3,11.764705882352942,False
1369,18,1279,2,9.83,8.7,11.495422177009155,False
1370,18,1279,3,10.27,7.36,28.33495618305745,False
1371,18,1279,4,10.58,7.16,32.32514177693762,False
1372,18,1279,5,10.15,9.86,2.857142857142857,False
1373,18,1313,1,10.11,3.8,62.41345202769535,True
1374,18,1313,2,10.1,6.74,33.26732673267327,False
1375,18,1313,3,9.55,7.58,20.6282722513089,False
1376,18,1313,4,9.32,5.48,41.201716738197426,False
1377,18,1313,5,10.96,8.9,18.795620437956206,False
1378,18,1324,1,10.27,9.86,3.9922103213242455,False
1379,18,1324,2,7.47,6.68,10.575635876840696,False
1380,18,1324,3,11.34,11.08,2.292768959435626,False
1381,18,1324,4,13.12,11.28,14.024390243902438,False
1382,18,1324,5,12.18,11.52,5.41871921182266,False
1383,18,1358,1,9.89,8.7,12.032355915065724,False
1384,18,1358,2,10.14,8.88,12.42603550295858,False
1385,18,1358,3,10.41,7.62,26.80115273775216,False
1386,18,1358,4,10.52,9.46,10.076045627376425,False
1387,18,1358,5,10.1,8.68,14.05940594059406,False
1388,18,1390,1,11.36,9.3,18.133802816901408,False
1389,18,1390,2,18.97,16.14,14.918292040063259,False
1390,18,1390,3,12.83,11.54,10.054559625876852,False
1391,18,1390,4,15.85,14.82,6.4984227129337535,False
1392,18,1390,5,27.2,24.58,9.632352941176471,False
1393,18,1396,1,6.44,5.9,8.385093167701863,False
1394,18,1396,2,7.38,6.74,8.672086720867208,False
1395,18,1396,3,8.84,7.94,10.180995475113122,False
1396,18,1396,4,8.55,6.3,26.31578947368421,False
1397,18,1396,5,10.98,9.06,17.48633879781421,False
1398,18,1405,1,19.62,9.74,50.35677879714577,True
1399,18,1405,2,19.39,9.06,53.27488396080454,True
1400,18,1405,3,22.35,10.48,53.1096196868009,True
1401,18,1405,4,18.73,10.2,45.54191137213027,False
1402,18,1405,5,15.35,9.82,36.02605863192182,False
1418,18,1570,1,10.14,7.7,24.06311637080868,False
1419,18,1570,2,13.5,12.98,3.8518518518518516,False
1420,18,1570,3,12.78,10.86,15.023474178403756,False
1421,18,1570,4,11.29,9.06,19.75199291408326,False
1422,18,1570,5,13.84,13.04,5.780346820809249,False
1423,18,1697,1,9.61,6.9,28.199791883454736,False
1424,18,1697,2,10.05,7.98,20.597014925373134,False
1425,18,1697,3,8.45,6.2,26.62721893491124,False
1426,18,1697,4,10.41,8.34,19.88472622478386,False
1427,18,1697,5,11.99,6.9,42.45204336947456,False
1428,18,1735,1,9.26,6.36,31.317494600431967,False
1429,18,1735,2,10.03,9.6,4.287138584247258,False
1430,18,1735,3,9.72,9.02,7.20164609053498,False
1431,18,1735,4,10.48,9.72,7.251908396946565,False
1432,18,1735,5,10.25,6.64,35.21951219512195,False
1433,18,1751,1,18.93,8.5,55.09772847332277,True
1434,18,1751,2,19.04,8.98,52.83613445378151,True
1435,18,1751,3,19.46,9.08,53.340184994861254,True
1436,18,1751,4,19.82,10.22,48.435923309788095,False
1437,18,1751,5,19.11,9.02,52.79958137100994,True
1438,18,1777,1,9.48,7.86,17.088607594936708,False
1439,18,1777,2,9.3,5.04,45.806451612903224,False
1440,18,1777,3,9.5,8.06,15.157894736842104,False
1441,18,1777,4,9.7,7.44,23.298969072164947,False
1442,18,1777,5,10.57,8.62,18.448438978240304,False
1443,18,1803,1,9.61,7.74,19.458896982310094,False
1444,18,1803,2,8.91,6.56,26.374859708193043,False
1445,18,1803,3,8.74,8.26,5.491990846681922,False
1446,18,1803,4,9.04,6.44,28.761061946902654,False
1447,18,1803,5,9.33,6.7,28.188638799571276,False
1448,18,1825,1,14.25,10.06,29.403508771929825,False
1449,18,1825,2,13.72,9.92,27.696793002915452,False
1450,18,1825,3,11.21,10.02,10.615521855486174,False
1451,18,1825,4,9.85,7.08,28.121827411167512,False
1452,18,1825,5,15.13,10.6,29.940515532055517,False
1453,18,1975,1,7.5,6.76,9.866666666666667,False
1454,18,1975,2,12.09,11.12,8.023159636062863,False
1455,18,1975,3,10.14,6.38,37.08086785009862,False
1456,18,1975,4,11.39,7.96,30.114135206321336,False
1457,18,1975,5,9.4,7.86,16.382978723404257,False
1458,18,1978,1,9.64,8.7,9.751037344398341,False
1459,18,1978,2,16.24,15.0,7.635467980295567,False
1460,18,1978,3,9.74,8.78,9.856262833675565,False
1461,18,1978,4,10.85,7.2,33.64055299539171,False
1462,18,1978,5,9.62,4.18,56.54885654885655,True
1463,18,2045,1,12.81,12.04,6.0109289617486334,False
1464,18,2045,2,7.25,4.18,42.3448275862069,False
1465,18,2045,3,5.24,2.36,54.961832061068705,True
1466,18,2045,4,6.94,4.62,33.429394812680115,False
1467,18,2045,5,7.39,5.28,28.552097428958053,False
1468,18,2056,1,12.1,7.78,35.70247933884298,False
1469,18,2056,2,11.36,7.42,34.683098591549296,False
1470,18,2056,3,12.42,8.4,32.367149758454104,False
1471,18,2056,4,11.38,6.28,44.81546572934974,False
1472,18,2056,5,12.38,7.42,40.064620355411954,False
1473,18,2097,1,10.77,7.06,34.44753946146704,False
1474,18,2097,2,9.36,6.7,28.418803418803417,False
1475,18,2097,3,8.81,7.98,9.421112372304199,False
1476,18,2097,4,9.87,7.24,26.646403242147922,False
1477,18,2097,5,9.63,8.8,8.61889927310488,False
1478,18,2115,1,19.36,11.48,40.70247933884298,False
1479,18,2115,2,19.64,13.06,33.503054989816704,False
1480,18,2115,3,19.84,10.78,45.66532258064516,False
1481,18,2115,4,37.82,28.92,23.532522474881016,False
1482,18,2115,5,19.08,9.38,50.83857442348008,True
1483,18,2116,1,8.98,8.02,10.690423162583519,False
1484,18,2116,2,13.94,13.68,1.8651362984218078,False
1485,18,2116,3,9.28,8.78,5.387931034482759,False
1486,18,2116,4,9.23,6.74,26.977248104008666,False
1487,18,2116,5,9.44,7.9,16.3135593220339,False
1488,18,2136,1,11.29,9.46,16.20903454384411,False
1489,18,2136,2,9.95,6.76,32.06030150753769,False
1490,18,2136,3,11.39,8.78,22.914837576821775,False
1491,18,2136,4,10.26,6.72,34.50292397660819,False
1492,18,2136,5,14.13,12.14,14.083510261854212,False
1493,18,2155,1,9.47,9.02,4.7518479408658925,False
1494,18,2155,2,9.85,8.12,17.563451776649746,False
1495,18,2155,3,9.4,9.22,1.9148936170212767,False
1496,18,2155,4,9.31,8.32,10.633727175080558,False
1497,18,2155,5,10.24,8.86,13.4765625,False
1498,18,2159,1,10.03,9.0,10.269192422731805,False
1499,18,2159,2,9.4,6.86,27.02127659574468,False
1500,18,2159,3,13.95,13.9,0.35842293906810035,False
1501,18,2159,4,11.08,10.1,8.844765342960288,False
1502,18,2159,5,10.64,9.94,6.578947368421052,False
1503,18,2160,1,12.1,9.02,25.454545454545453,False
1504,18,2160,2,10.92,9.94,8.974358974358974,False
1505,18,2160,3,10.94,10.22,6.581352833638026,False
1506,18,2160,4,11.77,11.16,5.182667799490229,False
1507,18,2160,5,11.61,9.9,14.728682170542635,False
1508,19,0,1,5.51,3.5,36.47912885662432,False
1509,19,0,2,7.59,6.26,17.523056653491437,False
1510,19,0,3,6.73,5.04,25.11144130757801,False
1511,19,0,4,7.61,6.48,14.848883048620236,False
1512,19,0,5,10.12,8.3,17.984189723320156,False
1513,19,1125,1,1.85,1.85,0.0,False
1514,19,1125,2,2.5,1.06,57.6,True
1515,19,1125,3,2.27,2.27,0.0,False
1516,19,1125,4,2.25,1.32,41.333333333333336,False
1517,19,1125,5,2.69,1.54,42.75092936802974,False
1518,19,1279,1,3.59,3.59,0.0,False
1519,19,1279,2,2.51,1.7,32.27091633466136,False
1520,19,1279,3,1.75,1.75,0.0,False
1521,19,1279,4,2.17,1.5,30.87557603686636,False
1522,19,1279,5,1.59,1.59,0.0,False
1523,19,1313,1,2.34,2.34,0.0,False
1524,19,1313,2,2.38,2.38,0.0,False
1525,19,1313,3,2.3,2.3,0.0,False
1526,19,1313,4,2.01,2.01,0.0,False
1527,19,1313,5,2.21,2.21,0.0,False
1528,19,1324,1,2.54,2.54,0.0,False
1529,19,1324,2,3.13,2.72,13.099041533546325,False
1530,19,1324,3,3.22,2.3,28.571428571428573,False
1531,19,1324,4,2.83,2.18,22.968197879858657,False
1532,19,1324,5,3.09,1.84,40.45307443365696,False
1533,19,1358,1,1.97,1.97,0.0,False
1534,19,1358,2,1.61,1.54,4.3478260869565215,False
1535,19,1358,3,1.51,1.51,0.0,False
1536,19,1358,4,1.81,1.81,0.0,False
1537,19,1358,5,1.6,1.6,0.0,False
1538,19,1390,1,1.8,1.8,0.0,False
1539,19,1390,2,2.16,2.16,0.0,False
1540,19,1390,3,1.59,1.59,0.0,False
1541,19,1390,4,1.79,1.02,43.01675977653631,False
1542,19,1390,5,2.16,1.8,16.666666666666668,False
1543,19,1396,1,1.93,1.28,33.67875647668394,False
1544,19,1396,2,3.93,1.82,53.68956743002545,True
1545,19,1396,3,2.64,1.78,32.57575757575758,False
1546,19,1396,4,1.67,1.5,10.179640718562874,False
1547,19,1396,5,1.97,1.38,29.949238578680202,False
1548,19,1405,1,12.32,8.1,34.253246753246756,False
1549,19,1405,2,12.41,4.62,62.77195809830781,True
1550,19,1405,3,14.92,9.44,36.729222520107236,False
1551,19,1405,4,10.64,4.02,62.21804511278196,True
1552,19,1405,5,13.08,5.56,57.49235474006116,True
1563,19,1505,1,1.72,1.58,8.13953488372093,False
1564,19,1505,2,2.13,2.13,0.0,False
1565,19,1505,3,1.57,1.57,0.0,False
1566,19,1505,4,1.49,1.49,0.0,False
1567,19,1505,5,1.96,1.66,15.306122448979592,False
1568,19,1570,1,2.81,1.68,40.213523131672595,False
1569,19,1570,2,2.93,1.74,40.61433447098976,False
1570,19,1570,3,3.29,2.3,30.091185410334347,False
1571,19,1570,4,3.61,2.52,30.193905817174514,False
1572,19,1570,5,3.57,2.76,22.689075630252102,False
1573,19,1697,1,3.98,2.62,34.17085427135678,False
1574,19,1697,2,4.4,3.06,30.454545454545453,False
1575,19,1697,3,3.82,1.98,48.167539267015705,False
1576,19,1697,4,4.69,3.04,35.18123667377399,False
1577,19,1697,5,4.4,3.44,21.818181818181817,False
1578,19,1735,1,3.3,2.66,19.393939393939394,False
1579,19,1735,2,2.6,1.48,43.07692307692308,False
1580,19,1735,3,3.38,2.6,23.076923076923077,False
1581,19,1735,4,3.72,3.72,0.0,False
1582,19,1735,5,4.16,3.26,21.634615384615383,False
1583,19,1751,1,12.14,8.74,28.00658978583196,False
1584,19,1751,2,16.67,16.34,1.9796040791841631,False
1585,19,1751,3,13.69,11.64,14.974433893352812,False
1586,19,1751,4,12.68,11.66,8.04416403785489,False
1587,19,1751,5,9.94,6.94,30.18108651911469,False
1588,19,1777,1,2.39,1.34,43.93305439330544,False
1589,19,1777,2,2.3,1.28,44.34782608695652,False
1590,19,1777,3,2.19,2.19,0.0,False
1591,19,1777,4,2.72,2.72,0.0,False
1592,19,1777,5,2.4,2.4,0.0,False
1593,19,1803,1,1.99,1.08,45.7286432160804,False
1594,19,1803,2,2.72,2.22,18.38235294117647,False
1595,19,1803,3,1.96,1.96,0.0,False
1596,19,1803,4,2.14,2.14,0.0,False
1597,19,1803,5,2.32,2.32,0.0,False
1598,19,1825,1,3.53,1.82,48.44192634560906,False
1599,19,1825,2,4.01,4.01,0.0,False
1600,19,1825,3,4.22,2.84,32.70142180094787,False
1601,19,1825,4,4.55,3.88,14.725274725274724,False
1602,19,1825,5,4.42,1.3,70.58823529411765,True
1603,19,1975,1,2.04,2.04,0.0,False
1604,19,1975,2,2.28,2.28,0.0,False
1605,19,1975,3,3.06,2.38,22.22222222222222,False
1606,19,1975,4,2.21,2.2,0.45248868778280543,False
1607,19,1975,5,2.2,2.2,0.0,False
1608,19,1978,1,1.85,1.44,22.16216216216216,False
1609,19,1978,2,1.92,1.92,0.0,False
1610,19,1978,3,1.7,1.7,0.0,False
1611,19,1978,4,1.83,1.14,37.704918032786885,False
1612,19,1978,5,1.54,1.54,0.0,False
1613,19,2045,1,1.78,1.78,0.0,False
1614,19,2045,2,2.59,1.08,58.3011583011583,True
1615,19,2045,3,2.09,2.09,0.0,False
1616,19,2045,4,1.99,1.99,0.0,False
1617,19,2045,5,2.18,1.24,43.11926605504587,False
1618,19,2056,1,4.01,2.74,31.67082294264339,False
1619,19,2056,2,5.64,3.8,32.6241134751773,False
1620,19,2056,3,4.83,2.7,44.099378881987576,False
1621,19,2056,4,5.43,2.58,52.48618784530387,True
1622,19,2056,5,5.45,1.52,72.11009174311927,True
1623,19,2097,1,1.87,1.87,0.0,False
1624,19,2097,2,2.45,1.64,33.06122448979592,False
1625,19,2097,3,3.09,2.7,12.62135922330097,False
1626,19,2097,4,3.68,1.74,52.71739130434783,True
1627,19,2097,5,2.72,1.58,41.911764705882355,False
1628,19,2115,1,16.92,7.26,57.09219858156028,True
1629,19,2115,2,12.97,11.26,13.184271395528143,False
1630,19,2115,3,13.08,11.78,9.938837920489297,False
1631,19,2115,4,12.91,11.72,9.217660728117739,False
1632,19,2115,5,14.63,12.8,12.508544087491456,False
1633,19,2116,1,3.15,2.26,28.253968253968253,False
1634,19,2116,2,3.62,2.8,22.65193370165746,False
1635,19,2116,3,2.96,2.06,30.405405405405407,False
1636,19,2116,4,3.44,2.78,19.186046511627907,False
1637,19,2116,5,3.25,2.1,35.38461538461539,False
1638,19,2136,1,3.71,2.4,35.309973045822105,False
1639,19,2136,2,3.87,2.44,36.950904392764855,False
1640,19,2136,3,2.54,1.18,53.54330708661417,True
1641,19,2136,4,3.05,2.52,17.37704918032787,False
1642,19,2136,5,2.5,1.36,45.6,False
1643,19,2155,1,2.25,1.98,12.0,False
1645,19,2155,3,2.18,2.18,0.0,False
1646,19,2155,4,1.98,1.78,10.1010101010101,False
1647,19,2155,5,1.99,1.99,0.0,False
1648,19,2159,1,3.52,1.66,52.84090909090909,True
1649,19,2159,2,3.7,2.38,35.67567567567568,False
1650,19,2159,3,3.26,2.08,36.19631901840491,False
1651,19,2159,4,3.24,3.24,0.0,False
1652,19,2159,5,3.89,1.98,49.10025706940874,False
1653,19,2160,1,3.15,2.0,36.507936507936506,False
1654,19,2160,2,2.79,2.79,0.0,False
1655,19,2160,3,2.86,1.7,40.55944055944056,False
1656,19,2160,4,2.94,2.02,31.292517006802722,False
1657,19,2160,5,3.33,1.26,62.16216216216216,True
1658,2,0,1,31.79,30.58,3.8062283737024223,False
1659,2,0,2,42.23,40.32,4.522851053753256,False
1660,2,0,3,45.15,39.64,12.20376522702104,False
1661,2,0,4,57.54,54.06,6.0479666319082375,False
1662,2,0,5,26.56,23.2,12.650602409638553,False
1663,2,1125,1,29.4,26.1,11.224489795918368,False
1664,2,1125,2,32.26,31.5,2.355858648481091,False
1665,2,1125,3,27.66,26.18,5.350686912509039,False
1666,2,1279,1,31.51,31.42,0.2856236115518883,False
1667,2,1279,2,27.35,26.56,2.8884826325411335,False
1668,2,1279,3,28.02,27.32,2.4982155603140614,False
1669,2,1279,4,1.42,1.42,0.0,False
1670,2,1313,1,28.16,25.48,9.517045454545455,False
1671,2,1313,2,26.9,24.84,7.657992565055762,False
1672,2,1313,3,28.61,27.5,3.87976232086683,False
1673,2,1324,1,29.51,26.86,8.980006777363606,False
1674,2,1324,2,28.5,24.58,13.75438596491228,False
1675,2,1324,3,43.07,41.64,3.3201764569305783,False
1676,2,1358,1,28.92,26.14,9.612724757952973,False
1677,2,1358,2,28.98,27.38,5.521048999309869,False
1678,2,1358,3,29.45,28.54,3.089983022071307,False
1679,2,1390,1,34.55,31.94,7.554269175108538,False
1680,2,1390,2,30.76,29.68,3.5110533159947983,False
1681,2,1390,3,40.19,39.14,2.61259019656631,False
1682,2,1396,1,20.79,19.8,4.761904761904762,False
1683,2,1396,2,20.46,19.36,5.376344086021505,False
1684,2,1396,3,20.69,20.02,3.2382793620106334,False
1685,2,1405,1,30.47,23.44,23.07187397440105,False
1686,2,1405,2,32.52,25.74,20.84870848708487,False
1687,2,1405,3,36.52,32.28,11.610076670317634,False
1688,2,1435,1,27.94,26.78,4.151753758052971,False
1689,2,1435,2,26.12,22.98,12.021439509954059,False
1690,2,1435,3,26.68,25.92,2.848575712143928,False
1691,2,1453,1,27.94,26.78,4.151753758052971,False
1692,2,1453,2,26.12,22.98,12.021439509954059,False
1693,2,1453,3,26.68,25.92,2.848575712143928,False
1694,2,1505,1,31.6,30.78,2.5949367088607596,False
1695,2,1505,2,35.53,34.1,4.024767801857585,False
1696,2,1505,3,36.34,35.74,1.651073197578426,False
1697,2,1570,1,32.7,31.26,4.4036697247706424,False
1698,2,1570,2,29.43,28.58,2.888209310227659,False
1699,2,1570,3,48.14,44.5,7.561279601163274,False
1700,2,1697,1,25.49,23.84,6.473126716359356,False
1701,2,1697,2,25.55,24.62,3.639921722113503,False
1702,2,1697,3,29.08,27.36,5.914718019257221,False
1703,2,1735,1,26.95,22.7,15.769944341372913,False
1704,2,1735,2,22.2,18.78,15.405405405405405,False
1705,2,1735,3,26.69,25.54,4.3087298613713,False
1706,2,1751,1,57.92,49.5,14.537292817679559,False
1707,2,1751,2,70.6,68.04,3.6260623229461757,False
1708,2,1751,3,62.44,59.24,5.1249199231262015,False
1709,2,1777,1,26.05,24.86,4.568138195777351,False
1710,2,1777,2,30.74,30.36,1.236174365647365,False
1711,2,1777,3,26.35,25.16,4.516129032258065,False
1712,2,1803,1,27.76,26.78,3.5302593659942363,False
1713,2,1803,2,26.69,26.02,2.5103034844511054,False
1714,2,1803,3,18.68,15.48,17.130620985010708,False
1715,2,1825,1,43.91,42.84,2.4368025506718287,False
1716,2,1825,2,47.23,45.82,2.985390641541393,False
1717,2,1825,3,60.24,59.94,0.49800796812749004,False
1718,2,1975,1,26.99,26.72,1.0003705075954057,False
1719,2,1975,2,27.57,27.04,1.922379397896264,False
1720,2,1975,3,28.07,27.34,2.6006412540078374,False
1721,2,1978,1,32.04,31.2,2.6217228464419478,False
1722,2,1978,2,31.17,29.94,3.946102021174206,False
1723,2,1978,3,31.87,28.58,10.323187951051144,False
1724,2,2045,1,21.31,19.42,8.869075551384327,False
1725,2,2045,2,21.91,15.96,27.156549520766774,False
1726,2,2045,3,21.91,20.5,6.435417617526244,False
1727,2,2056,1,26.38,19.08,27.672479150871872,False
1728,2,2056,2,26.83,19.2,28.438315318673126,False
1729,2,2056,3,26.79,19.24,28.182157521463232,False
1730,2,2097,1,55.86,55.34,0.9308986752595775,False
1731,2,2097,2,29.9,26.94,9.899665551839465,False
1732,2,2097,3,35.72,35.06,1.8477043673012319,False
1733,2,2115,1,27.2,19.3,29.044117647058822,False
1734,2,2115,2,35.88,25.54,28.818283166109254,False
1735,2,2115,3,36.28,26.5,26.957001102535834,False
1736,2,2116,1,24.8,23.58,4.919354838709677,False
1737,2,2116,2,25.5,22.06,13.490196078431373,False
1738,2,2116,3,25.18,22.98,8.737092930897537,False
1739,2,2136,1,26.42,24.4,7.645722937168811,False
1740,2,2136,2,31.96,31.18,2.4405506883604504,False
1741,2,2136,3,38.95,38.1,2.1822849807445444,False
1742,2,2155,1,24.87,24.22,2.613590671491757,False
1743,2,2155,2,24.51,23.54,3.9575683394532843,False
1744,2,2155,3,25.49,18.58,27.10867006669282,False
1745,2,2159,1,26.96,22.16,17.80415430267062,False
1746,2,2159,2,34.79,33.08,4.915205518827249,False
1747,2,2159,3,37.64,33.54,10.892667375132838,False
1748,2,2160,1,27.32,26.36,3.513909224011713,False
1749,2,2160,2,29.63,27.84,6.041174485318933,False
1750,2,2160,3,27.92,25.7,7.951289398280802,False
1751,2,2160,4,16.38,14.44,11.843711843711844,False
1752,20,0,1,5.79,4.78,17.443868739205527,False
1753,20,0,2,7.28,5.22,28.296703296703296,False
1754,20,0,3,8.8,6.6,25.0,False
1755,20,0,4,9.91,8.66,12.613521695257315,False
1756,20,0,5,6.86,5.46,20.408163265306122,False
1757,20,1125,1,2.9,2.1,27.586206896551722,False
1758,20,1125,2,3.36,2.58,23.214285714285715,False
1759,20,1125,3,2.75,1.94,29.454545454545453,False
1760,20,1125,4,2.65,2.65,0.0,False
1761,20,1125,5,2.7,2.1,22.22222222222222,False
1762,20,1279,1,2.82,2.08,26.24113475177305,False
1763,20,1279,2,2.69,2.69,0.0,False
1764,20,1279,3,3.0,2.5,16.666666666666668,False
1765,20,1279,4,3.25,2.32,28.615384615384617,False
1766,20,1279,5,3.05,2.32,23.934426229508198,False
1767,20,1313,1,2.61,1.02,60.91954022988506,True
1768,20,1313,2,3.02,1.08,64.23841059602648,True
1769,20,1313,3,3.13,1.24,60.38338658146965,True
1770,20,1313,4,2.87,1.32,54.00696864111498,True
1771,20,1313,5,2.67,2.67,0.0,False
1772,20,1324,1,8.73,6.98,20.04581901489118,False
1773,20,1324,2,7.36,5.68,22.82608695652174,False
1774,20,1324,3,8.27,7.42,10.278113663845224,False
1775,20,1324,4,8.18,6.96,14.91442542787286,False
1776,20,1324,5,9.46,7.84,17.12473572938689,False
1777,20,1358,1,2.37,1.7,28.270042194092827,False
1778,20,1358,2,2.0,1.72,14.0,False
1779,20,1358,3,2.84,2.3,19.014084507042252,False
1780,20,1358,4,3.72,2.26,39.24731182795699,False
1781,20,1358,5,2.91,2.91,0.0,False
1782,20,1390,1,5.2,2.18,58.07692307692308,True
1783,20,1390,2,4.24,1.92,54.716981132075475,True
1784,20,1390,3,5.4,3.46,35.925925925925924,False
1785,20,1390,4,6.76,4.78,29.28994082840237,False
1786,20,1390,5,6.37,3.16,50.39246467817896,True
1787,20,1396,1,2.47,1.28,48.178137651821864,False
1788,20,1396,2,2.0,1.52,24.0,False
1789,20,1396,3,1.75,1.42,18.857142857142858,False
1790,20,1396,4,1.77,1.62,8.474576271186441,False
1791,20,1396,5,2.32,2.1,9.482758620689655,False
1792,20,1405,1,15.34,6.24,59.32203389830509,True
1793,20,1405,2,19.57,10.32,47.266223811957076,False
1794,20,1405,3,18.06,9.38,48.06201550387597,False
1795,20,1405,4,15.61,9.14,41.44778987828315,False
1796,20,1405,5,20.32,9.78,51.87007874015748,True
